Date (GMT),Facebook Page,Post ID,Post Permalink,Post Type,Post Message,Tags,Campaign,Reactions,Comments,Shares,Ow.ly Clicks
2018-09-20 06:43:24,Eyewatch - Melton Police Service Area,1248280898517925_2099708466708493,https://www.facebook.com/1248280898517925/posts/2099708466708493/,Link,(Post with no description),,,6,0,35,
2018-09-20 07:01:41,Eyewatch - Frankston Police Service Area,132629380243848_1082436268596483,https://www.facebook.com/132629380243848/posts/1082436268596483/,Photo,"ANOTHER MONKEY BIKE OUT OF CIRCULATION  Somerville HWP Police and Frankston Council staff worked together this afternoon to locate and impound a monkey bike that had been riding in the Seaford Wetlands area.   Council have been having issues with motorbike riders causing damage in the wetlands, and a ranger was on-site repairing 13 broken locks. Somerville HWP were in nearby Airlie Gr monitoring the Seaford North Primary School speed zone, when they saw a monkey bike coming from the wetlands which failed to stop for them as directed.   Council & police then attended at a nearby premises and located the bike hidden in a garage with the engine still warm. A short time later it was towed away, and it will be crushed if the $800 release fee is not paid.   Parents picking up their kids and the school principal were very  appreciative of the response. The rider's mother was less pleased with her son and his mates.  (VP30339)",,,198,119,32,
2018-09-20 07:37:33,Eyewatch - Frankston Police Service Area,132629380243848_1082458621927581,https://www.facebook.com/132629380243848/posts/1082458621927581/,Photo,"ANOTHER UNREGISTERED MOTORBIKE / UNLICENSED (& DRUGGED) RIDER OFF THE ROAD   Somerville HWP Police patrolling in an unmarked vehicle surprised the rider of an unregistered motorbike with false paper plates on Karingal Dr in Frankston this afternoon. The 42 y.o. male rider from Somerville was intercepted and found to be unlicensed. A drug test was also conducted, with the rider testing positive to both methylamphetamine and cannabis.    The bike was impounded, and the rider will be summonsed to appear at court for multiple road policing charges.    Please drive (and ride) safely.    (VP30339)",,,88,32,13,
2018-09-20 08:00:00,Eyewatch - Brimbank Police Service Area,288990074502333_1911819782219346,https://www.facebook.com/288990074502333/posts/1911819782219346/,Link,"A message from Brimbank Local Area Commander A/Insp Terry West:  Today the Crime Statistics Agency released figures for the 12 months to June 2018, showing we have seen a slight increase (3.1 per cent) in crime.  We have continued to see an increase in breaches of orders (29.5 per cent). The majority of these relate to family violence intervention orders. Brimbank police will continue treat the safety of victims seriously and are committed to holding offenders to account.  While we have seen a continued decline in burglaries (7.5 per cent), thefts have stabilised and we would like to encourage the community to assist us in driving down this high volume crime by: - affixing one way screws to reduce number plate theft - keeping valuables out of sight and secure, and - reporting suspicious behaviour or activity to Crime Stoppers on 1300 333 000.  Police will continue to deter and prevent crime across Sunshine, St Albans, Keilor and surrounding suburbs so residents feel safer and are safer in their homes and the community.  Remember, if you see something suspicious call Crime Stoppers on 1800 333 00 or make a confidential crime report at www.crimestoppersvic.com.au.  For more information about the statistics go to https://www.crimestatistics.vic.gov.au/crime-statistics.",,,5,5,4,
2018-09-20 08:00:00,Eyewatch - Wyndham Police Service Area,134404370080550_957467054440940,https://www.facebook.com/134404370080550/posts/957467054440940/,Link,"A message from Wyndham Local Area Commander Insp Marty Allison:  Today the Crime Statistics Agency released figures for the 12 months to June 2018, showing a 4.7 per cent decrease in crime in Wyndham.  When we look at the number of offences per 100,000 people, the Wyndham community has achieved the lowest crime rate we have seen in the last 10 years. This is a significant achievement for our vibrant and rapidly-growing community, which we should all be proud of.  The targeted operations we are running to drive down high-volume crime have led to continued reductions in burglaries (20.3 per cent) and theft (6.3 per cent). We have seen a significant increase in reports of sexual offences (33.1 per cent) in our community.  A large portion of this increase is offences relating to child pornography and child sexual exploitation. Our Sexual Offence and Child Abuse Investigation Unit detectives are absolutely committed to apprehending these perpetrators to make our children and broader community safer.  Sexual crimes continue to be one of the most underreported personal crime types, so it is vital we continue to receive these reports so police can support victims and hold offenders to account for these terrible crimes.  Victims of family violence, sexual offences and child abuse can report crime and receive support at the recently-opened Wyndham Multidisciplinary Centre in Werribee.  We also have seen an increase in robberies, with mobile phones being commonly targeted. This is a worrying trend for police which is why we are conducting additional patrols in known hot spots as part of Operation Regnant.  In recent months we have welcomed the first of an additional 12 general duties police officers to the Wyndham Police Service Area who will be deployed by April 2019. These additional officers will further expand our footprint in the community and boost our efforts to keep you safe.  Our focus as we head into the warmer months, will be to deploy resources into areas where we know robberies are likely to occur such as transport hubs, shopping centres and surrounding residential streets and parklands.  Thank you – the Wyndham community – for your support as we continue to focus on reducing and deterring crime.  For more information about the statistics go to https://www.crimestatistics.vic.gov.au/crime-statistics",,,31,31,3,
2018-09-20 08:00:00,Eyewatch - Melton Police Service Area,1248280898517925_2099729156706424,https://www.facebook.com/1248280898517925/posts/2099729156706424/,Link,"A message from Melton Local Area Commander Insp Kathy Rudkins:  Today the Crime Statistics Agency released figures for the 12 months to June 2018, showing a 3.3 per cent decrease in crime in the Melton Police Service Area.  Police have continued to run targeted operations to address high volume crime, which has led to sustained reductions in burglaries (10.7 per cent) and thefts (10.2 per cent).   In particular, we want to thank the community for assisting us in reducing these opportunistic crimes. We encourage you to continue your efforts by: - affixing one way screws to reduce number plate theft - keeping valuables out of sight and secure, and - reporting suspicious behaviour or activity to Crime Stoppers on 1300 333 000.  Our Divisional Response Unit has continued working hard to curb serious crime in our community. Police have been proactively targeting those possessing illegal firearms and that has resulted in a number of arrests and a 13.7 per cent increase in weapons-related offences.  We will continue to focus on reducing and deterring crime in Melton and as always want to thank the community for their support.  Remember, if you see something suspicious call Crime Stoppers on 1800 333 00 or make a confidential crime report at www.crimestoppersvic.com.au.   For more information about the statistics go to https://www.crimestatistics.vic.gov.au/crime-statistics.",,,7,2,1,
2018-09-20 08:00:01,Eyewatch - Ballarat Police Service Area,103131960018479_770926093239059,https://www.facebook.com/103131960018479/posts/770926093239059/,Link,"A message from Ballarat Local Area Commander Insp Trevor Cornwill   Today the Crime Statistics Agency released the latest crime statistics for the 12 months to June 2018.   Here in Ballarat we saw a 5.4 per cent decrease in crime.   Ballarat police hit the streets every day and night in an effort to keep the community safe.   Thanks to the hard work of local police and targeted operations to address high volume crimes we’ve seen continued decreases in burglaries (6.7 per cent) and thefts (9.6 per cent).   We know this is an area of concern for the local community and these high volume crimes will continue to be a focus for police in the Ballarat PSA.   Our Divisional Response Unit have also continued their hard work and have been focused on proactively targeting drug dealing and trafficking.   As a result of this great work, we’ve seen even more arrests with a 73.2 per cent increase in this category of crime.   Police will continue arresting and putting more offenders before the courts in an effort to curb these offences.   We will continue to focus on reducing and deterring crime in the Ballarat area and as always want to thank the public for their support.   Remember, if you see something suspicious, call Crime Stoppers on 1300 333 000.   For more information about the statistics go to https://www.crimestatistics.vic.gov.au/crime-statistics",,,3,0,0,
2018-09-20 10:40:28,Eyewatch - Ballarat Police Service Area,103131960018479_770990679899267,https://www.facebook.com/103131960018479/posts/770990679899267/,Link,(Post with no description),,,4,0,4,
2018-09-20 10:55:20,Eyewatch - Ballarat Police Service Area,103131960018479_770994746565527,https://www.facebook.com/103131960018479/posts/770994746565527/,Link,(Post with no description),,,6,0,9,
2018-09-20 11:18:56,Eyewatch - Wyndham Police Service Area,134404370080550_957540991100213,https://www.facebook.com/134404370080550/posts/957540991100213/,Link,(Post with no description),,,6,0,11,
2018-09-20 20:25:04,Eyewatch - Greater Shepparton Police Service Area,349554451900294_880527015469699,https://www.facebook.com/349554451900294/posts/880527015469699/,Photo,PETROL THEFT BYRNESIDE   Tatura Police are investigating an alleged theft from the 10th September 2018 at approximately 7:35 pm.  The pictured dark brown or burgundy Ford sedan had false plates.  The pictured unknown rear passenger may be able to assist the investigation.     The vehicle drove eastbound when it left along the Midland Highway towards Shepparton.   If you can identify the vehicle or the male please contact Senior Constable Erdmann at Tatura Police on ph 0358243099.  You can also pass on your information using the below CrimeStoppers link;  https://www.crimestoppersvic.com.au/report-a-crime/,,,26,14,99,
2018-09-20 21:56:45,Eyewatch - Geelong Police Service Area,118579511604215_1649672541828230,https://www.facebook.com/118579511604215/posts/1649672541828230/,Photo,"ARRESTED - WARRANT WEDNESDAY - MARK ANTHONY HUTCHINSON (55 years)  As a result of a post on Eyewatch yesterday during warrant Wednesday regarding Mark HUTCHINSON wanted on warrant, he has had his warrant executed and the matter has been dealt with.  Thanks to the members of the community that supplied information. The Eyewatch Team",,,20,0,3,
2018-09-20 22:34:06,Eyewatch - Cardinia Police Service Area,1755954881336663_2091869701078511,https://www.facebook.com/1755954881336663/posts/2091869701078511/,Photo,There have been reports that HER81E has been spotted in the Pakenham area recently.    If you have seen the stolen vehicle since the early hours of Friday the 14th of September please contact Senior Constable Budge on 9705 3114.  Alternatively contact Crime Stoppers on 1800 333 000 or www.crimestoppersvic.com.au and quote incident number 180311951  SD3SM,,,10,2,7,
2018-09-20 22:43:47,Eyewatch - Melton Police Service Area,1248280898517925_2100487369963936,https://www.facebook.com/1248280898517925/posts/2100487369963936/,Photo,Members from Melton Police joined the team from Victoria Police Applicant Attraction on Wednesday night to provide information for those looking at a career with Victoria Police.  Over 200 prospective applicants attended the evening.  If you were unable to attend the event and would like to find out more information please visit www.policecareer.vic.gov.au,,,7,0,2,
2018-09-20 22:58:06,Eyewatch - Greater Dandenong Police Service Area,1091322447625986_1887444718013751,https://www.facebook.com/1091322447625986/posts/1887444718013751/,Link,"A message from Greater Dandenong Local Area Commander Acting Insp Graeme Stanley   Today the Crime Statistics Agency released the latest crime statistics for the 12 months to June 2018.   Here in Greater Dandenong we saw a 7.7 per cent decrease in crime.   Due to the hard work of local police, we are pleased to say that we have continued to see some great reductions in burglaries, property damage and theft.   In the past 12 months, the Greater Dandenong area has seen a significant reduction in burglary/ break and enter offences with a decrease of more than 20 per cent.   There has also been a nearly 10 per cent decrease in theft offences.   We know this type of offending has been a real concern for the community and reducing these high volume crimes has been a focus for local police.   Often these types of crimes are opportunistic and we want to take a moment to thank the community for their efforts in helping us to reduce these offences.   We encourage you to continue your efforts by:   1. Affixing one-way screws to reduce number plate theft 2. Keeping valuables out of sight and secure, and 3. Reporting suspicious behaviour or activity to Crime Stoppers on 1300 333 000.   Local police in the Greater Dandenong Police Service Area have also been working on several proactive initiatives, one of which includes the trial of the Embedded Youth Outreach Project (EYOP). This involves specialist youth workers from Youth Support and Advocacy Service (YSAS) and a police officer operating every night responding to incidents involving young people.    They will work collaboratively to identify services to assist young people to tackle issues which may include breakdowns in family relationships, alcohol or drug abuse, unemployment, mental health issues or disengagement from school.   This project also assists in strengthening the existing efforts of Victoria Police Youth Resource and Specialist Officers, who proactively engage with youth on a regular basis.   Police will continue to focus on reducing and deterring crime in Greater Dandenong and as always want to thank the public for their support.   Remember, if you see something suspicious, call Crime Stoppers on 1300 333 000.   For more information about the statistics go to https://www.crimestatistics.vic.gov.au/crime-statistics",,,5,3,1,
2018-09-21 00:30:08,Eyewatch - Greater Shepparton Police Service Area,349554451900294_880588952130172,https://www.facebook.com/349554451900294/posts/880588952130172/,Photo,THIS WEEK ON TRIPLEM's CRIMEWATCH SEGMENT  Covering several local crime investigations; Detective Senior Sergeant Will Watkins spoke with TripleM's Seany about a significant arrest for a series of Shepparton Sport Precinct Burglaries.   https://omny.fm/shows/triple-m-goulburn-valley-breakfast/crime-watch-local-fruit-contamination-ardmona-shoo,,,7,1,1,
2018-09-21 00:45:29,Eyewatch - Greater Dandenong Police Service Area,1091322447625986_1887520961339460,https://www.facebook.com/1091322447625986/posts/1887520961339460/,Photo,"Springvale Police are investigating a number of fraudulent transactions made on a victim's credit card after it was lost in Springvale on the 8th of August 2018.  The victim's credit card has been used a number of times between 5:00am and 8:30am on Thursday the 9th of August 2018 at a number of retail stores in Springvale, Caulfield, South Yarra and Prahran.  Police have released CCTV still images of a male who they believe can assist with their investigation.  Anyone who recognises the male is asked to contact Crime Stoppers on 1800 333 000 or www.crimestoppersvic.com.au and quote incident number 180270022  SD3SM",,,20,29,51,
2018-09-21 00:56:32,Eyewatch - Geelong Police Service Area,118579511604215_1649798985148919,https://www.facebook.com/118579511604215/posts/1649798985148919/,Photo,"GEELONG KOKODA YOUTH PROGRAM CURRENTLY IN PAPUA NEW GUINEA WALKING THE KOKODA TRACK  In 2012 Senior Sergeant Michael Reid and Leading Senior Constable Andy Brittain from the Geelong Police Station commenced work on building a sustainable youth program in the Geelong, Bellarine and Surf Coast communities.  The purpose behind this was to address a number of different youth issues prevalent, consisting of truancy, anti -  social behaviour, low level offending, suicide, family violence, homelessness amongst many others.  Since then the program has evolved to a very successful and proven initiative, assisting disengaged youth to reform a connection back with their local community.  It has brought various local community businesses and corporate partners together to assist and understand youth within their community. These include the Education Department, Barwon Health, Ambulance Victoria, Costa Assets, St Laurence, Karingal, Shojun Concreting , Edge Clothing Stores, Mc Donald Real Estate, Bethany, Lions and Rotary groups to name a few.  Many of these young people had adopted a mixture of negative behaviours and had very poor relationships with local police and the wider community.  This was compounded by a lack of positive engagement and direction to guide these young people in their decision-making.  The Victoria Police Geelong Kokoda Youth Program gives teenagers an opportunity to share a life changing experience through positive interaction with role models within our local community.  Some other objectives of the Geelong Kokoda Youth Program are to: Background • Provide a positive and life-changing experience  • Promote re-engagement with school, employment, family and the community • Develop leadership skills to encourage leaders within the community • Break down any existing barriers between young people and police • Reduce offending and anti - social behaviour • Reduce the chances of young people becoming a victim • Promote positive interaction with local businesses and government agencies • Learn the largely untold Kokoda story and appreciate what young Australians did during one of the most important campaigns in our country’s history • Experience the local culture, which is vastly different to our lives in Geelong.  The Geelong Kokoda Youth Program is now in it’s 6th year and so far 59 students, all from local State Secondary Schools have successfully completed this program.  On Friday the 14th of September, 2018 the next group depart from the Geelong Police Station to make the life changing journey to Papua New Guinea to walk the Kokoda Track.  A group of 15 young students and 14 adults comprising Police, Paramedic, Teacher and local Business reps will attempt the 96 km challenge after being together for the past 6 months getting to know each other and training together.  The group will be away for 11 days returning on the 24th of September.                                                                  PHOTOS OF THE GROUP TOGETHER AND TRAINING PRIOR TO THEIR DEPARTURE",,,132,29,17,
2018-09-21 01:34:25,Eyewatch - Geelong Police Service Area,118579511604215_1649824768479674,https://www.facebook.com/118579511604215/posts/1649824768479674/,Photo,CAN YOU ASSIST THIS INVESTIGATION  On Sunday 17th September 2018 at 5.32 am unknown offender/s entered the North Geelong 7/11 store.   Offenders have used a stolen debit card taken from a motor vehicle in Belmont earlier that night.  Police wish to speak to the two persons pictured who were in the store at the time as it is felt that they will be able to assist them with enquiries.  If you are aware who these persons are or if they would like to contact police you can do so by calling Crime Stoopers on 1800 333 000 or call Geelong Police on 52253 100 and quote 180315378.,,,20,3,66,
2018-09-21 01:55:28,Eyewatch - Geelong Police Service Area,118579511604215_1649840568478094,https://www.facebook.com/118579511604215/posts/1649840568478094/,Photo,"LARA SAFEPLATE DAY THIS SATURDAY 22nd September, 2018 -10AM to 2PM - LARA SWIMMING POOL CARPARK  Over 10,000 number plates are stolen each year in Victoria. These are often used to commit further serious offences such as:  • Petrol drive-offs • Avoiding speeding and parking fines • Burglaries and drug trafficking.  Secure Your Number Plates with One-way, anti-theft screws can be installed to your vehicle by members of the Lara Lions Club and Neighbourhood Watch Lara.",,,15,18,15,
2018-09-21 02:20:03,Eyewatch - Greater Dandenong Police Service Area,1091322447625986_1887589907999232,https://www.facebook.com/1091322447625986/posts/1887589907999232/,Photo,"In the month of August there were 17 arson related incidents in the Greater Dandenong Police Service Area.  These incidents ranged from grass/bushland fires, building fires, vehicle fires and hard rubbish set alight.   With the upcoming hot weather and fire season approaching police want to send an important message to the community – if you see something suspicious, SAY SOMETHING.  Police urge all people who see anyone acting suspiciously in bush areas, grassland or secluded areas to contact ‘000.’  Taking a photo of the person (if safe to do so) and providing this to Police or Crime Stoppers could assist with investigations.  Crime Stoppers Victoria 1800 333 000 - www.crimestoppersvic.com.au  SD3SM",,,11,0,2,
2018-09-21 03:16:51,Eyewatch - Greater Dandenong Police Service Area,1091322447625986_1887639564660933,https://www.facebook.com/1091322447625986/posts/1887639564660933/,Status,"Great news, Sujeevan Thavaraja who we posted about earlier this week is no longer wanted by police!  Thanks for all the comments and shares and HAPPY FRIYAY! 🙌👍  SD3SM",,,6,0,1,
2018-09-21 04:04:15,Eyewatch - Melton Police Service Area,1248280898517925_2100741513271855,https://www.facebook.com/1248280898517925/posts/2100741513271855/,Photo,"Yesterday the Melton Police & Secondary Schools Basketball Tournament was run and a fantastic day was had by all.  Brookside College and Catholic Regional College Melton produced an extremely closely fought grand final where at full time scores were level.  Extra time saw Brookside College take out the title this year.  Cruz Beasley from Brookside College was awarded Most Valuable Player in the final and was presented his trophy by special guest, Warrick Giddy of Melbourne Tigers fame.  Throughout the day a three point shootout was won by Josh Peters from CRC.  In addition to the tournament a Schools All Stars team also took on the Police with the All Stars claiming victory, Josh Phillips from Kurunjang Secondary College was awarded Most Valuable Player.  Special thanks must go out to Melton Basketball Association, Melton Youth Services, Mc Donald’s, Coles, IGA, Foodworks, Woolworths, Freddy’s Fruit Shop and the Butcher Club for making the event so successful.  A further thanks to all the schools involved in this event, Kurunjang College, Brookside College, CRC Melton, Staughton College, Melton Christian College and Melton Secondary College.  We hope the students had a great time and enjoyed interacting with local police.   We look forward to hosting this event next year to see what school will take out the title.",,,34,3,3,
2018-09-21 04:35:02,Eyewatch - Knox Police Service Area,597550253628752_2087509437966152,https://www.facebook.com/597550253628752/posts/2087509437966152/,Photo,"Christian Neal is wanted on warrants. He is known to frequent the Ferntree Gully, Knox, Ringwood, Boronia and Croydon areas. He is described as caucasian with short brown hair, and also has tattoos on his hands: a spider on the left hand and stars on the right hand.   Anyone with information as to his whereabouts is encouraged to contact Crime Stoppers on 1800 333 000.",,,16,4,10,
2018-09-21 04:35:02,Eyewatch - Greater Dandenong Police Service Area,1091322447625986_1887691614655728,https://www.facebook.com/1091322447625986/posts/1887691614655728/,Photo,Yesterday members from the local Frontline Tactical Unit and Highway Patrol Units worked with our colleagues from Frankston Police Service Area on Operation Securelink.  Operation Securelink targeted the use of stolen motor vehicles on Eastlink and involved collaboration with other agencies such as Eastlink.  Through the use of Eastlink technology and overhead gantries police were able to monitor and detect stolen vehicles travelling on the main arterial through the South Eastern and Eastern suburbs of Melbourne.  SD3SM,,,33,11,1,
2018-09-21 04:35:03,Eyewatch - Cardinia Police Service Area,1755954881336663_2091962594402555,https://www.facebook.com/1755954881336663/posts/2091962594402555/,Photo,Yesterday members from the local Frontline Tactical Unit and Highway Patrol Units worked with our colleagues from Frankston Police Service Area on Operation Securelink.  Operation Securelink targeted the use of stolen motor vehicles on Eastlink and involved collaboration with other agencies such as Eastlink.  Through the use of Eastlink technology and overhead gantries police were able to monitor and detect stolen vehicles travelling on the main arterial through the South Eastern and Eastern suburbs of Melbourne.  SD3SM,,,8,3,4,
2018-09-21 05:50:47,Eyewatch - Ballarat Police Service Area,103131960018479_771486086516393,https://www.facebook.com/103131960018479/posts/771486086516393/,Photo,"School Holidays start today and some of you maybe hitting the road for a family holiday. Here is a little message from all of us in the Ballarat Police Division. Motorists should ensure their vehicles are well serviced and in good condition prior to departure. Checking tyre tread, correct inflation and ensuring all lights and brakes are operating correctly and can be carried out with ease and at any time.  We will be out on the roads doing patrols to support you to get to your distination safely. So take care of each other on our roads and Stay Safe out there these school holidays.  Most importantly, have fun!!",,,9,0,2,
2018-09-21 06:00:16,Eyewatch - Greater Shepparton Police Service Area,349554451900294_880689392120128,https://www.facebook.com/349554451900294/posts/880689392120128/,Photo,"September 29th is National Police Remembrance Day, with services being held across the state to commemorate police officers who have made the ultimate sacrifice in the line of duty. Details on services happening near you can be found here: http://bit.ly/2PRxK0H #NPRD18",NPRD,,14,1,1,
2018-09-21 06:00:16,Eyewatch - Brimbank Police Service Area,288990074502333_1912874122113912,https://www.facebook.com/288990074502333/posts/1912874122113912/,Photo,"September 29th is National Police Remembrance Day, with services being held across the state to commemorate police officers who have made the ultimate sacrifice in the line of duty. Details on services happening near you can be found here: http://bit.ly/2PRxK0H #NPRD18",NPRD,,20,0,2,
2018-09-21 06:00:16,Eyewatch - Hobsons Bay Police Service Area,146118342176369_1827960143992172,https://www.facebook.com/146118342176369/posts/1827960143992172/,Photo,"September 29th is National Police Remembrance Day, with services being held across the state to commemorate police officers who have made the ultimate sacrifice in the line of duty. Details on services happening near you can be found here: http://bit.ly/2PRxK0H #NPRD18",NPRD,,9,0,0,
2018-09-21 06:00:16,Eyewatch - Ballarat Police Service Area,103131960018479_771490239849311,https://www.facebook.com/103131960018479/posts/771490239849311/,Photo,"September 29th is National Police Remembrance Day, with services being held across the state to commemorate police officers who have made the ultimate sacrifice in the line of duty. Details on services happening near you can be found here: http://bit.ly/2PRxK0H #NPRD18",NPRD,,21,1,4,
2018-09-21 06:00:17,Eyewatch - Geelong Police Service Area,118579511604215_1650019085126909,https://www.facebook.com/118579511604215/posts/1650019085126909/,Photo,"September 29th is National Police Remembrance Day, with services being held across the state to commemorate police officers who have made the ultimate sacrifice in the line of duty. Details on services happening near you can be found here: http://bit.ly/2PRxK0H #NPRD18",NPRD,,35,0,10,
2018-09-21 06:03:51,Eyewatch - Cardinia Police Service Area,1755954881336663_2091989144399900,https://www.facebook.com/1755954881336663/posts/2091989144399900/,Photo,(Post with no description),,,30,34,0,
2018-09-21 06:14:32,Eyewatch - Frankston Police Service Area,132629380243848_1082981685208608,https://www.facebook.com/132629380243848/posts/1082981685208608/,Photo,"Police recently conducted a search warrant in Seaford, as a result of an ongoing investigation.  During the search a large quantity of stolen goods including tools, 2 stolen cars and 2 stolen motorbikes were recovered.  A 29 year old Seaford man is to appear at the Frankston Magistrates Court in coming weeks facing numerous charges including burglary, theft, theft of and from motor vehicles and handling stolen goods.    Amongst Items located was an Old Australia Post type Honda Motor bike which police are having trouble locating an owner for,  due to any identifying numbers etc.  being tampered with.   If you have been the victim of a theft of one of these types of bikes   or you think this may be yours.  Please contact, S/C CADDY at the Southern Metro Crime Team on 9767 7440",,,19,17,23,
2018-09-21 07:06:54,Eyewatch - Whittlesea Police Service Area,283867745385161_538638509908082,https://www.facebook.com/283867745385161/posts/538638509908082/,Photo,"Police based in the Whittlesea Police Service Area are now equipped with ipads and a specially built app, that gives them operational information at their fingertips.  Police and PSOs such as local police pictured above at the Uni Hill Factory Outlet in Bundoora can now do people, licence, location and vehicle checks on their mobile devices. This means faster and easier access to information, and more police time in the community. It will also improve safety for our police, PSOs and the community.  Victoria Police will deploy at least 8,500 mobile devices by the end of 2019.",,,52,4,2,
2018-09-21 10:31:44,Eyewatch - Cardinia Police Service Area,1755954881336663_2092062381059243,https://www.facebook.com/1755954881336663/posts/2092062381059243/,Link,(Post with no description),,,7,0,22,
2018-09-21 12:07:38,Eyewatch - Cardinia Police Service Area,1755954881336663_2092098744388940,https://www.facebook.com/1755954881336663/posts/2092098744388940/,Link,(Post with no description),,,8,6,1,
2018-09-22 00:20:03,Eyewatch - Greater Dandenong Police Service Area,1091322447625986_1888681877890035,https://www.facebook.com/1091322447625986/posts/1888681877890035/,Photo,Heading away these school holidays? Here are a few tips to keep your home and belongings safe while you are away.  SD3SM,,,2,2,7,
2018-09-22 07:25:04,Eyewatch - Greater Shepparton Police Service Area,349554451900294_881139145408486,https://www.facebook.com/349554451900294/posts/881139145408486/,Photo,"The Blue Ribbon Foundation Greyhound night is back on Saturday evening the 6th October, 2018.  Proudly presented by the Shepparton Greyhound Club.   With the feature event the Byers Electrical Blue Ribbon Cup.   A limited number of VIP tickets available, please refer the attached link.    Funds raised from this entertaining evening support the Foundation's project with GV Health.    Remembering Lives by Saving Others.    https://www.facebook.com/SheppartonGreyhounds/photos/a.545324722263423/1677909215671629/?type=3&theater",,,15,4,2,
2018-09-22 10:30:34,Eyewatch - Knox Police Service Area,597550253628752_2088939714489791,https://www.facebook.com/597550253628752/posts/2088939714489791/,Photo,*** Competition Time Again *** Where in the city of Knox is the Knox Bike Patrol Unit pictured here? (We are looking for a very precise answer - an exact location)  This location will be a priority for our Bike & Foot Patrol Units during Operation Undique.,,,36,61,5,
2018-09-22 11:01:04,Eyewatch - Knox Police Service Area,597550253628752_2088961717820924,https://www.facebook.com/597550253628752/posts/2088961717820924/,Photo,*** Competition Time Again *** Where in the city of Knox is the Knox Bike Patrol Unit? (We are looking for a very precise answer - an exact location)  This location will also be a priority for our Bike Patrol Units during Operation Undique.,,,13,12,2,
2018-09-23 01:26:26,Eyewatch - Ballarat Police Service Area,103131960018479_772741323057536,https://www.facebook.com/103131960018479/posts/772741323057536/,Link,(Post with no description),,,0,0,0,
2018-09-23 04:10:04,Eyewatch - Greater Dandenong Police Service Area,1091322447625986_1890067971084759,https://www.facebook.com/1091322447625986/posts/1890067971084759/,Photo,"It's the last week to share your thoughts on safety in Greater Dandenong!  Don't miss out, we want to hear from you! 👉👮  SD3SM",,,1,1,1,
2018-09-23 06:57:05,Eyewatch - Wyndham Police Service Area,134404370080550_958892750965037,https://www.facebook.com/134404370080550/posts/958892750965037/,Link,(Post with no description),,,9,3,16,
2018-09-23 07:35:51,Eyewatch - Wyndham Police Service Area,134404370080550_958902617630717,https://www.facebook.com/134404370080550/posts/958902617630717/,Photo,IMPOUND AS A RESULT OF CALLS TO 000.  Werribee Police intercepted an alleged drink driver on the Princes Hwy Werribee at around 2.55pm this afternoon as a result of the public contacting 000 and Crimestoppers. The 27 year old male Probationary driver was taken to the Werribee Police Station for an Evidentiary Breath Test which recorded a result of .224 (should be .00 for P platers). He has been charged with driving offences and bailed to the Werribee Magistrates Court with his licence immediately suspended and his vehicle impounded for 30 days at a cost of  $1006. Victoria Police would like to thank the members of the public who alerted us to the danger of this person on our roads.  This highlights the importance of the public and police working together to make our communities safe. Senior Sergeant Jason Forster.,,,146,24,7,
2018-09-23 20:45:04,Eyewatch - Greater Shepparton Police Service Area,349554451900294_881924658663268,https://www.facebook.com/349554451900294/posts/881924658663268/,Photo,"COMMUNITY SERVICE  National Police Remembrance Day is this week on the 29 September, 2018.    Greater Shepparton Police will hold a small service the day prior (Public Holiday Friday) to reflect and remember the 159 Victorian officers who have lost their lives while serving our community.     Police Remembrance Day Service -  Greater Shepparton Police Service Area Friday 28/9/18 Shepparton Baptist Church  600 Wyndham St, Shepparton Commencing 10am  Community members that are interested in attending are most welcome.",,,13,3,0,
2018-09-23 21:56:20,Eyewatch - Geelong Police Service Area,118579511604215_486583601818768,https://www.facebook.com/eyewatchgeelong/videos/486583601818768/,Video,"GEELONG POLICE LAUNCH THE  ""WARRANT WEDNESDAY"" INITIATIVE TO APPEAR WEEKLY ON EYEWATCH  Due to last weeks success we are launching ‘WARRANT WEDNESDAY’.                                                             Every week we will be posting photos and names of those persons who are wanted on warrants by police.  We are asking for your help to locate these people and bring them before the courts to be dealt with.You will remain anonymous when providing  this information.  You can call Crime Stoppers on 1800 333 000 or call your local police station to inform us of anyone you recognise. Do you think you may have an outstanding warrant.  If so, come and see us at one of our police stations and have the matter dealt with before you appear on a  Warrant Wednesday post.",,,58,3,6,
2018-09-23 23:05:48,Eyewatch - Melton Police Service Area,1248280898517925_2104309969581676,https://www.facebook.com/1248280898517925/posts/2104309969581676/,Link,(Post with no description),,,0,1,9,
2018-09-23 23:17:13,Eyewatch - Frankston Police Service Area,132629380243848_1084502971723146,https://www.facebook.com/132629380243848/posts/1084502971723146/,Link,(Post with no description),,,5,0,32,
2018-09-24 00:10:40,Eyewatch - Knox Police Service Area,597550253628752_2090974857619610,https://www.facebook.com/597550253628752/posts/2090974857619610/,Photo,Well done to Shelley Moore who provided the correct location of the Bike Patrols Location in this image which was Koomba Park on Ardnehue Rd (Track) Wantirna (just near Eastlink and Boronia Rd's).  Natalie Halford - you must have had your beer goggles on!,,,11,2,1,
2018-09-24 00:20:48,Eyewatch - Knox Police Service Area,597550253628752_2090981577618938,https://www.facebook.com/597550253628752/posts/2090981577618938/,Photo,*** Competition Time Again *** Where in the city of Knox is the Knox Bike Patrol Unit? (We are looking for a very precise answer - an exact location)  This location will also be a priority for our Bike Patrol Units during Operation Undique.,,,15,9,1,
